movieId,title,genres
movieId 2370,"Emerald Forest, The (1985)",Action|Adventure|Drama
movieId 2371,Fletch (1985),Comedy|Crime|Mystery
movieId 2372,Fletch Lives (1989),Comedy
movieId 2373,Red Sonja (1985),Action|Adventure|Fantasy
movieId 2374,Gung Ho (1986),Comedy|Drama
movieId 2375,"Money Pit, The (1986)",Comedy
movieId 2376,"View to a Kill, A (1985)",Action|Adventure|Thriller
movieId 2377,Lifeforce (1985),Horror|Sci-Fi
movieId 2378,Police Academy (1984),Comedy|Crime
movieId 2379,Police Academy 2: Their First Assignment (1985),Comedy|Crime
movieId 2380,Police Academy 3: Back in Training (1986),Comedy|Crime
movieId 2381,Police Academy 4: Citizens on Patrol (1987),Comedy|Crime
movieId 2382,Police Academy 5: Assignment: Miami Beach (1988),Comedy|Crime
movieId 2383,Police Academy 6: City Under Siege (1989),Comedy|Crime
movieId 2384,Babe: Pig in the City (1998),Adventure|Children|Drama
movieId 2385,Home Fries (1998),Comedy|Romance
movieId 2387,Very Bad Things (1998),Comedy|Crime
movieId 2388,Steam: The Turkish Bath (Hamam) (1997),Drama|Romance
movieId 2389,Psycho (1998),Crime|Horror|Thriller
movieId 2390,Little Voice (1998),Comedy
movieId 2391,"Simple Plan, A (1998)",Crime|Drama|Thriller
movieId 2392,Jack Frost (1998),Children|Comedy|Drama
movieId 2393,Star Trek: Insurrection (1998),Action|Drama|Romance|Sci-Fi
movieId 2394,"Prince of Egypt, The (1998)",Animation|Musical
movieId 2395,Rushmore (1998),Comedy|Drama
movieId 2396,Shakespeare in Love (1998),Comedy|Drama|Romance
movieId 2398,Miracle on 34th Street (1947),Comedy|Drama
movieId 2399,Santa Claus: The Movie (1985),Adventure|Children|Fantasy
movieId 2400,Prancer (1989),Children|Drama|Fantasy
movieId 2401,Pale Rider (1985),Western
movieId 2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller
movieId 2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller
movieId 2404,Rambo III (1988),Action|Adventure|Thriller|War
movieId 2405,"Jewel of the Nile, The (1985)",Action|Adventure|Comedy|Romance
movieId 2406,Romancing the Stone (1984),Action|Adventure|Comedy|Romance
movieId 2407,Cocoon (1985),Comedy|Sci-Fi
movieId 2408,Cocoon: The Return (1988),Comedy|Sci-Fi
movieId 2409,Rocky II (1979),Action|Drama
movieId 2410,Rocky III (1982),Action|Drama
movieId 2411,Rocky IV (1985),Action|Drama
movieId 2412,Rocky V (1990),Action|Drama
movieId 2413,Clue (1985),Comedy|Crime|Mystery|Thriller
movieId 2414,Young Sherlock Holmes (1985),Action|Adventure|Children|Fantasy|Mystery|Thriller
movieId 2415,Violets Are Blue... (1986),Drama|Romance
movieId 2416,Back to School (1986),Comedy
movieId 2417,Heartburn (1986),Comedy|Drama
movieId 2418,Nothing in Common (1986),Comedy
movieId 2419,Extremities (1986),Drama|Thriller
movieId 2420,"Karate Kid, The (1984)",Drama
movieId 2421,"Karate Kid, Part II, The (1986)",Action|Adventure|Drama
movieId 2422,"Karate Kid, Part III, The (1989)",Action|Adventure|Children|Drama
movieId 2423,Christmas Vacation (National Lampoon's Christmas Vacation) (1989),Comedy
movieId 2424,You've Got Mail (1998),Comedy|Romance
movieId 2425,"General, The (1998)",Crime
movieId 2427,"Thin Red Line, The (1998)",Action|Drama|War
movieId 2428,"Faculty, The (1998)",Horror|Sci-Fi
movieId 2429,Mighty Joe Young (1998),Action|Adventure|Drama|Fantasy|Thriller
movieId 2430,Mighty Joe Young (1949),Adventure|Children|Drama
movieId 2431,Patch Adams (1998),Comedy|Drama
movieId 2432,Stepmom (1998),Drama
movieId 2433,"Civil Action, A (1998)",Drama
movieId 2435,Hurlyburly (1998),Drama
movieId 2436,Tea with Mussolini (1999),Comedy|Drama|War
movieId 2439,Affliction (1997),Drama
movieId 2442,Hilary and Jackie (1998),Drama
movieId 2443,Playing by Heart (1998),Drama|Romance
movieId 2445,At First Sight (1999),Drama
movieId 2446,In Dreams (1999),Horror|Thriller
movieId 2447,Varsity Blues (1999),Comedy|Drama
movieId 2448,Virus (1999),Horror|Sci-Fi
movieId 2450,Howard the Duck (1986),Adventure|Comedy|Sci-Fi
movieId 2451,"Gate, The (1987)",Horror
movieId 2453,"Boy Who Could Fly, The (1986)",Drama|Fantasy
movieId 2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi
movieId 2455,"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller
movieId 2456,"Fly II, The (1989)",Horror|Sci-Fi
movieId 2457,Running Scared (1986),Action|Comedy
movieId 2458,Armed and Dangerous (1986),Comedy|Crime
movieId 2459,"Texas Chainsaw Massacre, The (1974)",Horror
movieId 2460,"Texas Chainsaw Massacre 2, The (1986)",Horror
movieId 2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),Horror
movieId 2463,Ruthless People (1986),Comedy
movieId 2465,Deadly Friend (1986),Horror
movieId 2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller
movieId 2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
movieId 2469,Peggy Sue Got Married (1986),Comedy|Drama
movieId 2470,Crocodile Dundee (1986),Adventure|Comedy
movieId 2471,Crocodile Dundee II (1988),Action|Adventure|Comedy
movieId 2472,Tough Guys (1986),Comedy
movieId 2473,Soul Man (1986),Comedy
movieId 2474,"Color of Money, The (1986)",Drama
movieId 2475,52 Pick-Up (1986),Action|Mystery|Thriller
movieId 2476,Heartbreak Ridge (1986),Action|War
movieId 2477,Firewalker (1986),Adventure
movieId 2478,¡Three Amigos! (1986),Comedy|Western
movieId 2481,My Name Is Joe (1998),Drama|Romance
movieId 2482,Still Crazy (1998),Comedy|Romance
movieId 2483,"Day of the Beast, The (Día de la Bestia, El) (1995)",Adventure|Comedy|Thriller
movieId 2485,She's All That (1999),Comedy|Romance
movieId 2488,Peeping Tom (1960),Drama|Horror|Thriller
movieId 2490,Payback (1999),Action|Thriller
movieId 2491,Simply Irresistible (1999),Comedy|Romance
movieId 2492,20 Dates (1998),Comedy|Romance
movieId 2493,"Harmonists, The (1997)",Drama
movieId 2494,"Last Days, The (1998)",Documentary
movieId 2495,"Fantastic Planet, The (Planète sauvage, La) (1973)",Animation|Sci-Fi
movieId 2496,Blast from the Past (1999),Comedy|Romance
movieId 2497,Message in a Bottle (1999),Romance
movieId 2498,My Favorite Martian (1999),Comedy|Sci-Fi
movieId 2500,Jawbreaker (1999),Comedy
movieId 2501,October Sky (1999),Drama
movieId 2502,Office Space (1999),Comedy|Crime
movieId 2503,"Apple, The (Sib) (1998)",Drama
movieId 2504,200 Cigarettes (1999),Comedy|Drama
movieId 2505,8MM (1999),Drama|Mystery|Thriller
movieId 2506,"Other Sister, The (1999)",Comedy|Drama|Romance
movieId 2511,"Long Goodbye, The (1973)",Crime|Film-Noir
movieId 2512,"Ballad of Narayama, The (Narayama bushiko) (1983)",Drama
movieId 2513,Pet Sematary (1989),Horror
movieId 2514,Pet Sematary II (1992),Comedy|Horror
movieId 2515,Children of the Corn II: The Final Sacrifice (1993),Horror
movieId 2516,Children of the Corn III (1994),Horror
movieId 2517,Christine (1983),Horror
movieId 2518,Night Shift (1982),Comedy
movieId 2520,Airport (1970),Drama
movieId 2521,Airport 1975 (1974),Action|Drama|Thriller
movieId 2522,Airport '77 (1977),Drama
movieId 2523,Rollercoaster (1977),Drama|Thriller
movieId 2524,"Towering Inferno, The (1974)",Action|Adventure|Drama|Thriller
movieId 2525,Alligator (1980),Action|Horror|Sci-Fi
movieId 2526,Meteor (1979),Sci-Fi
movieId 2527,Westworld (1973),Action|Sci-Fi|Thriller|Western
movieId 2528,Logan's Run (1976),Action|Adventure|Sci-Fi
movieId 2529,Planet of the Apes (1968),Action|Drama|Sci-Fi
movieId 2530,Beneath the Planet of the Apes (1970),Action|Sci-Fi
movieId 2531,Battle for the Planet of the Apes (1973),Action|Sci-Fi
movieId 2532,Conquest of the Planet of the Apes (1972),Action|Sci-Fi
movieId 2533,Escape from the Planet of the Apes (1971),Action|Sci-Fi
movieId 2534,Avalanche (1978),Action
movieId 2535,Earthquake (1974),Action|Drama|Thriller
movieId 2537,Beyond the Poseidon Adventure (1979),Adventure
movieId 2538,Dancemaker (1998),Documentary
movieId 2539,Analyze This (1999),Comedy
movieId 2540,"Corruptor, The (1999)",Action|Crime|Drama|Thriller
movieId 2541,Cruel Intentions (1999),Drama
movieId 2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller
movieId 2544,"School of Flesh, The (École de la chair, L') (1998)",Drama|Romance
movieId 2546,"Deep End of the Ocean, The (1999)",Drama
movieId 2548,"Rage: Carrie 2, The (1999)",Horror
movieId 2549,Wing Commander (1999),Action|Sci-Fi
movieId 2550,"Haunting, The (1963)",Horror|Thriller
movieId 2551,Dead Ringers (1988),Drama|Horror|Thriller
movieId 2552,My Boyfriend's Back (1993),Comedy
movieId 2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller
movieId 2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller
movieId 2555,Baby Geniuses (1999),Comedy
movieId 2557,I Stand Alone (Seul contre tous) (1998),Drama|Thriller
movieId 2558,Forces of Nature (1999),Comedy|Romance
movieId 2559,"King and I, The (1999)",Animation|Children
movieId 2560,Ravenous (1999),Horror|Thriller
movieId 2561,True Crime (1999),Crime|Thriller
movieId 2563,Dangerous Beauty (1998),Drama
movieId 2565,"King and I, The (1956)",Drama|Musical|Romance
movieId 2566,Doug's 1st Movie (1999),Animation|Children
movieId 2567,EDtv (1999),Comedy
movieId 2568,"Mod Squad, The (1999)",Action|Crime
movieId 2570,"Walk on the Moon, A (1999)",Drama|Romance
movieId 2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller
movieId 2572,10 Things I Hate About You (1999),Comedy|Romance
movieId 2573,Tango (1998),Drama|Musical
movieId 2574,"Out-of-Towners, The (1999)",Comedy
movieId 2575,"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",Drama
movieId 2577,Metroland (1997),Comedy|Drama
movieId 2579,Following (1998),Crime|Mystery|Thriller
movieId 2580,Go (1999),Comedy|Crime
movieId 2581,Never Been Kissed (1999),Comedy|Romance
movieId 2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy
movieId 2583,Cookie's Fortune (1999),Comedy|Drama
movieId 2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",Drama|Romance
movieId 2586,Goodbye Lover (1999),Comedy|Crime|Thriller
movieId 2587,Life (1999),Comedy|Crime|Drama
movieId 2589,Friends & Lovers (1999),Comedy|Drama|Romance
movieId 2590,Hideous Kinky (1998),Drama
movieId 2593,"Monster, The (Mostro, Il) (1994)",Comedy
movieId 2594,Open Your Eyes (Abre los ojos) (1997),Drama|Romance|Sci-Fi|Thriller
movieId 2596,SLC Punk! (1998),Comedy|Drama
movieId 2597,Lost & Found (1999),Comedy|Romance
movieId 2598,Pushing Tin (1999),Comedy
movieId 2599,Election (1999),Comedy
movieId 2600,eXistenZ (1999),Action|Sci-Fi|Thriller
movieId 2605,Entrapment (1999),Crime|Thriller
movieId 2606,Idle Hands (1999),Comedy|Horror
movieId 2607,Get Real (1998),Drama|Romance
movieId 2609,"King of Masks, The (Bian Lian) (1996)",Drama
movieId 2611,"Winslow Boy, The (1999)",Drama
movieId 2612,Mildred Pierce (1945),Drama|Film-Noir
movieId 2613,Night of the Comet (1984),Comedy|Horror|Sci-Fi
movieId 2614,Chopping Mall (a.k.a. Killbots) (1986),Action|Horror|Sci-Fi
movieId 2615,My Science Project (1985),Adventure|Sci-Fi
movieId 2616,Dick Tracy (1990),Action|Crime
movieId 2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller
movieId 2618,"Castle, The (1997)",Comedy
movieId 2620,This Is My Father (1998),Drama|Romance
movieId 2622,William Shakespeare's A Midsummer Night's Dream (1999),Comedy|Fantasy
movieId 2623,Trippin' (1999),Comedy
movieId 2624,After Life (Wandafuru raifu) (1998),Drama|Fantasy
movieId 2625,Black Mask (Hak hap) (1996),Action|Adventure|Crime|Sci-Fi|Thriller
movieId 2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi
movieId 2629,"Love Letter, The (1999)",Comedy|Romance
movieId 2630,Besieged (a.k.a. L' Assedio) (1998),Drama
movieId 2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery
movieId 2633,"Mummy, The (1932)",Horror|Romance
movieId 2634,"Mummy, The (1959)",Horror
movieId 2639,Mommie Dearest (1981),Drama
movieId 2640,Superman (1978),Action|Adventure|Sci-Fi
movieId 2641,Superman II (1980),Action|Sci-Fi
movieId 2642,Superman III (1983),Action|Adventure|Sci-Fi
movieId 2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi
movieId 2644,Dracula (1931),Horror
movieId 2648,Frankenstein (1931),Drama|Horror|Sci-Fi
movieId 2651,Frankenstein Meets the Wolf Man (1943),Horror
movieId 2652,"Curse of Frankenstein, The (1957)",Horror
movieId 2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror
movieId 2655,Howling II: Your Sister Is a Werewolf (1985),Horror
movieId 2656,Tarantula (1955),Horror|Sci-Fi
movieId 2657,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
movieId 2659,It Came from Hollywood (1982),Comedy|Documentary
movieId 2660,"Thing from Another World, The (1951)",Horror|Sci-Fi
movieId 2661,It Came from Outer Space (1953),Sci-Fi
movieId 2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi
movieId 2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller
movieId 2665,Earth vs. the Flying Saucers (1956),Sci-Fi
movieId 2668,Swamp Thing (1982),Horror|Sci-Fi
movieId 2669,Pork Chop Hill (1959),War
movieId 2670,Run Silent Run Deep (1958),War
movieId 2671,Notting Hill (1999),Comedy|Romance
movieId 2672,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
movieId 2674,"Loss of Sexual Innocence, The (1999)",Drama|Fantasy
movieId 2676,Instinct (1999),Drama|Thriller
movieId 2677,Buena Vista Social Club (1999),Documentary|Musical
movieId 2681,Free Enterprise (1998),Comedy|Romance|Sci-Fi
movieId 2682,Limbo (1999),Drama
movieId 2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy
movieId 2686,"Red Violin, The (Violon rouge, Le) (1998)",Drama|Mystery
movieId 2687,Tarzan (1999),Adventure|Animation|Children|Drama
movieId 2688,"General's Daughter, The (1999)",Crime|Drama|Mystery|Thriller
movieId 2690,"Ideal Husband, An (1999)",Comedy|Romance
movieId 2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",Drama
movieId 2692,Run Lola Run (Lola rennt) (1998),Action|Crime
movieId 2693,Trekkies (1997),Documentary
movieId 2694,Big Daddy (1999),Comedy
movieId 2695,"Boys, The (1998)",Drama
movieId 2696,"Dinner Game, The (Dîner de cons, Le) (1998)",Comedy
movieId 2697,My Son the Fanatic (1997),Comedy|Drama|Romance
movieId 2698,Zone 39 (1997),Sci-Fi
movieId 2699,Arachnophobia (1990),Comedy|Horror
movieId 2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical
movieId 2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western
movieId 2702,Summer of Sam (1999),Drama
movieId 2706,American Pie (1999),Comedy|Romance
movieId 2707,Arlington Road (1999),Thriller
movieId 2708,"Autumn Tale, An (Conte d'automne) (1998)",Romance
movieId 2709,Muppets From Space (1999),Children|Comedy
movieId 2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller
movieId 2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller
movieId 2713,Lake Placid (1999),Horror|Thriller
movieId 2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi
movieId 2717,Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi
movieId 2718,Drop Dead Gorgeous (1999),Comedy
movieId 2719,"Haunting, The (1999)",Horror|Thriller
movieId 2720,Inspector Gadget (1999),Action|Adventure|Children|Comedy
movieId 2722,Deep Blue Sea (1999),Action|Horror|Sci-Fi|Thriller
movieId 2723,Mystery Men (1999),Action|Comedy|Fantasy
movieId 2724,Runaway Bride (1999),Comedy|Romance
movieId 2725,Twin Falls Idaho (1999),Drama
movieId 2726,"Killing, The (1956)",Crime|Film-Noir
movieId 2727,Killer's Kiss (1955),Crime|Film-Noir
movieId 2728,Spartacus (1960),Action|Drama|Romance|War
movieId 2729,Lolita (1962),Drama|Romance
movieId 2730,Barry Lyndon (1975),Drama|Romance|War
movieId 2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama
movieId 2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance
movieId 2733,Vibes (1988),Adventure|Comedy|Romance
movieId 2734,"Mosquito Coast, The (1986)",Adventure|Drama|Thriller
movieId 2735,"Golden Child, The (1986)",Action|Adventure|Comedy|Fantasy|Mystery
movieId 2736,Brighton Beach Memoirs (1986),Comedy
movieId 2737,Assassination (1987),Action|Drama|Thriller
movieId 2738,Crimes of the Heart (1986),Comedy|Drama
movieId 2739,"Color Purple, The (1985)",Drama
movieId 2740,"Kindred, The (1986)",Horror|Sci-Fi
movieId 2741,No Mercy (1986),Action|Crime|Thriller
movieId 2742,Ménage (Tenue de soirée) (1986),Comedy|Drama
movieId 2743,Native Son (1986),Drama
movieId 2744,Otello (1986),Drama
movieId 2745,"Mission, The (1986)",Drama
movieId 2746,Little Shop of Horrors (1986),Comedy|Horror|Musical
movieId 2747,"Little Shop of Horrors, The (1960)",Comedy|Horror
movieId 2748,Allan Quatermain and the Lost City of Gold (1987),Action|Adventure|Comedy
movieId 2749,"Morning After, The (1986)",Drama|Mystery
movieId 2750,Radio Days (1987),Comedy|Drama
movieId 2751,From the Hip (1987),Comedy|Drama
movieId 2752,Outrageous Fortune (1987),Comedy|Mystery
movieId 2754,Deadtime Stories (1987),Horror
movieId 2757,Frances (1982),Drama
movieId 2759,Dick (1999),Comedy
movieId 2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi
movieId 2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery
movieId 2763,"Thomas Crown Affair, The (1999)",Action|Mystery
movieId 2764,"Thomas Crown Affair, The (1968)",Crime|Drama|Romance|Thriller
movieId 2765,"Acid House, The (1998)",Comedy|Drama
movieId 2766,"Adventures of Sebastian Cole, The (1998)",Comedy|Drama
movieId 2769,"Yards, The (2000)",Crime|Drama
movieId 2770,Bowfinger (1999),Comedy
movieId 2771,Brokedown Palace (1999),Drama
movieId 2772,Detroit Rock City (1999),Comedy
movieId 2774,Better Than Chocolate (1999),Comedy|Romance
movieId 2775,Head On (1998),Drama
movieId 2779,Heaven Can Wait (1978),Comedy
movieId 2782,Pit and the Pendulum (1961),Horror
movieId 2784,"Masque of the Red Death, The (1964)",Horror
movieId 2786,Haunted Honeymoon (1986),Comedy
movieId 2787,Cat's Eye (1985),Horror
movieId 2788,Monty Python's And Now for Something Completely Different (1971),Comedy
movieId 2789,Damien: Omen II (1978),Horror
movieId 2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",Horror|Thriller
movieId 2791,Airplane! (1980),Comedy
movieId 2792,Airplane II: The Sequel (1982),Comedy
movieId 2793,"American Werewolf in Paris, An (1997)",Comedy|Horror|Romance|Thriller
movieId 2794,European Vacation (aka National Lampoon's European Vacation) (1985),Adventure|Comedy|Romance
movieId 2795,National Lampoon's Vacation (1983),Comedy
movieId 2796,Funny Farm (1988),Comedy
movieId 2797,Big (1988),Comedy|Drama|Fantasy|Romance
movieId 2798,Problem Child (1990),Children|Comedy
movieId 2799,Problem Child 2 (1991),Comedy
movieId 2800,Little Nemo: Adventures in Slumberland (1992),Adventure|Animation|Children|Drama|Fantasy
movieId 2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),Drama|Romance
movieId 2802,Tequila Sunrise (1988),Action|Drama|Romance|Thriller
movieId 2803,"Pelican Brief, The (1993)",Crime|Drama|Mystery|Romance|Thriller
movieId 2804,"Christmas Story, A (1983)",Children|Comedy
movieId 2805,Mickey Blue Eyes (1999),Comedy|Romance
movieId 2806,Teaching Mrs. Tingle (1999),Comedy|Thriller
movieId 2807,Universal Soldier: The Return (1999),Action|Sci-Fi
movieId 2808,Universal Soldier (1992),Action|Sci-Fi
movieId 2810,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
movieId 2812,In Too Deep (1999),Action|Thriller
movieId 2813,"Source, The (1999)",Documentary
movieId 2815,Iron Eagle (1986),Action|War
